time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010534349642	190.264	32.3285	-3.76311	1.99822e+15	2.48351e+13	radar	0	189.738	36.951	189.401	37.1147	2.20928	0.245623
1477010535349642	190.264	32.3285	-3.76311	2.02306e+15	2.48351e+13	lidar	0	191.735	37.5631	191.615	37.3064	2.12037	0.131591
1477010535349642	192.531	31.7214	1.65095	2.02306e+15	2.48351e+13	radar	0	191.682	37.1147	191.615	37.3064	2.12037	0.131591
1477010536349642	192.531	31.7214	1.65095	2.04789e+15	2.48351e+13	lidar	0	193.471	37.2789	193.738	37.3853	2.02462	0.0250452
1477010536349642	194.217	31.5516	1.8555	2.04789e+15	2.48351e+13	radar	0	193.555	37.4234	193.738	37.3853	2.02462	0.0250452
1477010537349642	194.217	31.5516	1.8555	2.07273e+15	2.48351e+13	lidar	0	195.991	37.3991	195.762	37.3598	1.92349	-0.072386
1477010537349642	196.748	31.294	-3.80812	2.07273e+15	2.48351e+13	radar	0	195.507	37.4891	195.762	37.3598	1.92349	-0.072386
1477010538349642	196.748	31.294	-3.80812	2.09756e+15	2.48351e+13	lidar	0	197.725	37.7285	197.683	37.2395	1.81869	-0.159495
1477010538349642	198.203	30.0563	-7.4112	2.09756e+15	2.48351e+13	radar	0	197.582	37.303	197.683	37.2395	1.81869	-0.159495
1477010539349642	198.203	30.0563	-7.4112	2.1224e+15	2.48351e+13	lidar	0	199.294	37.2862	199.497	37.0353	1.71212	-0.235529
1477010539349642	197.36	33.443	1.01978	2.1224e+15	2.48351e+13	radar	0	199.356	37.3527	199.497	37.0353	1.71212	-0.235529
1477010540349642	197.36	33.443	1.01978	2.14723e+15	2.48351e+13	lidar	0	201.549	36.9973	201.203	36.7587	1.6057	-0.300201
1477010540349642	198.389	32.4735	3.08993	2.14723e+15	2.48351e+13	radar	0	200.932	37.4694	201.203	36.7587	1.6057	-0.300201
1477010541349642	198.389	32.4735	3.08993	2.17207e+15	2.48351e+13	lidar	0	202.962	36.4568	202.801	36.4212	1.50137	-0.353671
1477010541349642	200.513	35.2406	-2.59414	2.17207e+15	2.48351e+13	radar	0	202.65	37.2445	202.801	36.4212	1.50137	-0.353671
1477010542349642	200.513	35.2406	-2.59414	2.1969e+15	2.48351e+13	lidar	0	203.991	36.1967	204.294	36.0343	1.40095	-0.396497
1477010542349642	202.973	33.9417	2.02362	2.1969e+15	2.48351e+13	radar	0	203.809	36.2941	204.294	36.0343	1.40095	-0.396497
