8.46292	0.243462	0	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0	0	0
8.44881	0.251205	-0.000703902	2.33103e-18	6.93889e-18	8.44818	0.251553	8.45	0.25	-3.00027	0	0.000540037	0
8.47132	0.248714	-0.0049565	2.10689e-06	2.0327e-07	8.56759	0.241943	8.45	0.25	0	0	0	0.125912
8.46432	0.250912	-0.0076146	-1.27775e-05	-1.66749e-06	8.45582	0.253997	8.45	0.25	0	0	0.00650834	0
8.37922	0.251263	-0.855452	0.000901427	0.000201809	8.42544	0.254042	8.35	0.25	-1.81979	0	0	20.6582
8.31121	0.250602	-0.875201	0.00205952	0.000463209	8.23962	0.24916	8.25	0.25	-1.81978	0	0.329224	0
8.11052	0.233396	-1.52521	0.184471	0.0537381	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994	0	49.2887
8.00147	0.20264	-1.56576	0.255931	0.0716698	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993	1.64113	0
7.81755	0.344501	-1.87749	-0.904871	-0.390342	7.61269	0.155818	7.7	0.15	-2.99982	0	0	19.4705
7.70029	0.289305	-1.93588	-0.441507	-0.216748	7.54016	0.159641	7.55	0.15	-2.99982	0	3.04981	0
7.57785	0.241288	-1.96931	-0.129802	-0.0581774	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239	0	1.01664
7.44326	0.171982	-1.96189	0.0528488	0.00146895	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823	1.94146	0
7.29221	0.16503	-2.14598	0.0380117	-0.056353	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507	0	7.86234
7.15336	0.0726097	-2.15227	0.199738	0.0643535	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499	1.74868	0
7.04212	-0.0235739	-2.10764	0.355507	0.266579	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898	0	2.55563
6.9242	-0.137517	-2.12668	0.490692	0.393483	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897	1.33883	0
6.81429	-0.18798	-2.1604	0.466178	0.243406	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075	0	1.39875
6.71102	-0.303122	-2.1941	0.569639	0.337712	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075	1.83308	0
6.66697	-0.474342	-2.18274	0.882047	0.95485	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769	0	5.26238
6.59624	-0.581219	-2.20054	0.953862	0.975696	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769	0.347797	0
6.56009	-0.749005	-2.24054	1.18966	1.33797	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498	0	2.24098
6.5121	-0.899124	-2.27407	1.28529	1.3368	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494	1.43269	0
6.40426	-0.971761	-2.22038	1.10393	0.804643	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898	0	7.3627
6.33672	-1.10805	-2.25497	1.14826	0.778747	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896	1.4172	0
6.44056	-1.32653	-2.34535	1.59898	1.52375	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894	0	30.6648
6.43474	-1.48485	-2.38471	1.67958	1.49731	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891	1.81606	0
6.36894	-1.58237	-2.30684	1.56007	1.14154	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985	0	11.313
6.34632	-1.73388	-2.35546	1.59967	1.09689	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847	2.99599	0
6.404	-1.88999	-2.43856	1.77344	1.2878	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994	0	7.74056
6.41276	-2.04124	-2.48065	1.82085	1.25212	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994	2.26829	0
6.39991	-2.18105	-2.45593	1.80563	1.1146	6.32593	-2.40018	6.35	-2.4	0	-2.72613	0	4.6151
6.4123	-2.34745	-2.49975	1.8433	1.07519	6.34927	-2.55175	6.35	-2.55	0	-2.72611	2.42643	0
6.4613	-2.50041	-2.54418	1.92138	1.10393	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851	0	1.91672
6.48973	-2.66427	-2.58274	1.95652	1.06772	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851	1.88801	0
6.50031	-2.79558	-2.56202	1.95279	0.982694	6.46536	-3.00452	6.45	-3	0	-2.99754	0	3.30267
6.51972	-2.9536	-2.60345	1.96792	0.939601	6.44119	-3.14955	6.45	-3.15	0	-2.99754	2.44264	0
6.57639	-3.10471	-2.6388	2.02005	0.944522	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312	0	1.47045
6.61251	-3.27391	-2.67674	2.03815	0.904336	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312	2.1192	0
6.69591	-3.42344	-2.73084	2.10723	0.938353	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583	0	2.81571
6.7617	-3.58582	-2.76456	2.13712	0.911476	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581	1.53351	0
6.82529	-3.72482	-2.75455	2.16135	0.875604	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396	0	1.40001
6.88949	-3.88911	-2.78695	2.17933	0.840913	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393	1.64294	0
6.95184	-4.02473	-2.76797	2.19539	0.800743	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801	0	1.65033
7.01035	-4.18945	-2.79511	2.20145	0.759176	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799	1.66994	0
7.05377	-4.31512	-2.72039	2.19118	0.68272	7.05156	-4.49706	7	-4.45	0.910054	-1.8201	0	9.13746
7.11428	-4.46372	-2.733	2.1995	0.651725	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201	0.774561	0
7.18075	-4.58966	-2.70725	2.21167	0.61947	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489	0	1.34513
7.23589	-4.74601	-2.72313	2.20791	0.579208	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489	1.27747	0
7.33962	-4.88293	-2.77332	2.24836	0.597409	7.3138	-5.05204	7.25	-5	1.81907	-2.72861	0	2.65097
7.39907	-5.04011	-2.78752	2.24127	0.554968	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861	1.33975	0
7.47124	-5.16615	-2.76592	2.24995	0.527571	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246	0	1.13859
7.53126	-5.32674	-2.7819	2.23759	0.483232	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457	1.40632	0
7.61705	-5.45459	-2.77601	2.25166	0.46719	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974	0	0.543916
